
  0%|          | 0/500 [00:00<?, ?it/s]
[VAL] Best epoch 1 | Best val score -0.623880 | DKL-prior 0.000063 | BCE 0.675492 | auROC 0.6239:   0%|          | 0/500 [00:33<?, ?it/s]
[VAL] Best epoch 20 | Best val score -0.802597 | DKL-prior 0.000404 | BCE 0.530790 | auROC 0.8026:   4%|▍         | 19/500 [10:09<4:02:12, 30.21s/it]
[VAL] Best epoch 20 | Best val score -0.802597 | DKL-prior 0.000404 | BCE 0.530790 | auROC 0.8026:   4%|▍         | 19/500 [10:09<4:02:12, 30.21s/it]
[VAL] Best epoch 20 | Best val score -0.802597 | DKL-prior 0.000404 | BCE 0.530790 | auROC 0.8026:   4%|▍         | 20/500 [10:09<4:02:09, 30.27s/it]
[VAL] Best epoch 20 | Best val score -0.802597 | DKL-prior 0.000404 | BCE 0.530790 | auROC 0.8026:   4%|▍         | 21/500 [10:39<4:01:26, 30.24s/it]
[VAL] Best epoch 20 | Best val score -0.802597 | DKL-prior 0.000404 | BCE 0.530790 | auROC 0.8026:   4%|▍         | 22/500 [11:09<4:00:23, 30.17s/it]
[VAL] Best epoch 20 | Best val score -0.802597 | DKL-prior 0.000404 | BCE 0.530790 | auROC 0.8026:   5%|▍         | 23/500 [11:38<3:58:56, 30.06s/it]
[VAL] Best epoch 24 | Best val score -0.807139 | DKL-prior 0.000433 | BCE 0.521979 | auROC 0.8071:   5%|▍         | 23/500 [12:09<3:58:56, 30.06s/it]
[VAL] Best epoch 24 | Best val score -0.807139 | DKL-prior 0.000433 | BCE 0.521979 | auROC 0.8071:   5%|▍         | 23/500 [12:09<3:58:56, 30.06s/it]
[VAL] Best epoch 24 | Best val score -0.807139 | DKL-prior 0.000433 | BCE 0.521979 | auROC 0.8071:   5%|▍         | 24/500 [12:09<3:59:13, 30.15s/it]
[VAL] Best epoch 24 | Best val score -0.807139 | DKL-prior 0.000433 | BCE 0.521979 | auROC 0.8071:   5%|▌         | 25/500 [12:39<3:58:50, 30.17s/it]
[VAL] Best epoch 26 | Best val score -0.812992 | DKL-prior 0.000344 | BCE 0.518045 | auROC 0.8130:   5%|▌         | 25/500 [13:09<3:58:50, 30.17s/it]
[VAL] Best epoch 26 | Best val score -0.812992 | DKL-prior 0.000344 | BCE 0.518045 | auROC 0.8130:   5%|▌         | 25/500 [13:09<3:58:50, 30.17s/it]
[VAL] Best epoch 26 | Best val score -0.812992 | DKL-prior 0.000344 | BCE 0.518045 | auROC 0.8130:   5%|▌         | 26/500 [13:09<3:58:11, 30.15s/it]
[VAL] Best epoch 26 | Best val score -0.812992 | DKL-prior 0.000344 | BCE 0.518045 | auROC 0.8130:   5%|▌         | 27/500 [13:39<3:57:55, 30.18s/it]
[VAL] Best epoch 28 | Best val score -0.815458 | DKL-prior 0.000370 | BCE 0.514318 | auROC 0.8155:   5%|▌         | 27/500 [14:10<3:57:55, 30.18s/it]
[VAL] Best epoch 28 | Best val score -0.815458 | DKL-prior 0.000370 | BCE 0.514318 | auROC 0.8155:   5%|▌         | 27/500 [14:10<3:57:55, 30.18s/it]
[VAL] Best epoch 28 | Best val score -0.815458 | DKL-prior 0.000370 | BCE 0.514318 | auROC 0.8155:   6%|▌         | 28/500 [14:10<3:57:15, 30.16s/it]
[VAL] Best epoch 28 | Best val score -0.815458 | DKL-prior 0.000370 | BCE 0.514318 | auROC 0.8155:   6%|▌         | 29/500 [14:40<3:56:28, 30.12s/it]
[VAL] Best epoch 28 | Best val score -0.815458 | DKL-prior 0.000370 | BCE 0.514318 | auROC 0.8155:   6%|▌         | 30/500 [15:10<3:55:58, 30.12s/it]
[VAL] Best epoch 28 | Best val score -0.815458 | DKL-prior 0.000370 | BCE 0.514318 | auROC 0.8155:   6%|▌         | 31/500 [15:39<3:54:37, 30.01s/it]
[VAL] Best epoch 32 | Best val score -0.823651 | DKL-prior 0.000356 | BCE 0.505461 | auROC 0.8237:   6%|▌         | 31/500 [16:09<3:54:37, 30.01s/it]
[VAL] Best epoch 32 | Best val score -0.823651 | DKL-prior 0.000356 | BCE 0.505461 | auROC 0.8237:   6%|▌         | 31/500 [16:09<3:54:37, 30.01s/it]
[VAL] Best epoch 32 | Best val score -0.823651 | DKL-prior 0.000356 | BCE 0.505461 | auROC 0.8237:   6%|▋         | 32/500 [16:09<3:53:58, 30.00s/it]
[VAL] Best epoch 32 | Best val score -0.823651 | DKL-prior 0.000356 | BCE 0.505461 | auROC 0.8237:   7%|▋         | 33/500 [16:39<3:53:28, 30.00s/it]
[VAL] Best epoch 32 | Best val score -0.823651 | DKL-prior 0.000356 | BCE 0.505461 | auROC 0.8237:   7%|▋         | 34/500 [17:10<3:53:19, 30.04s/it]
[VAL] Best epoch 35 | Best val score -0.825155 | DKL-prior 0.000369 | BCE 0.503101 | auROC 0.8252:   7%|▋         | 34/500 [17:40<3:53:19, 30.04s/it]
[VAL] Best epoch 35 | Best val score -0.825155 | DKL-prior 0.000369 | BCE 0.503101 | auROC 0.8252:   7%|▋         | 34/500 [17:40<3:53:19, 30.04s/it]
[VAL] Best epoch 35 | Best val score -0.825155 | DKL-prior 0.000369 | BCE 0.503101 | auROC 0.8252:   7%|▋         | 35/500 [17:40<3:53:16, 30.10s/it]
[VAL] Best epoch 36 | Best val score -0.828591 | DKL-prior 0.000368 | BCE 0.501667 | auROC 0.8286:   7%|▋         | 35/500 [18:10<3:53:16, 30.10s/it]
[VAL] Best epoch 36 | Best val score -0.828591 | DKL-prior 0.000368 | BCE 0.501667 | auROC 0.8286:   7%|▋         | 35/500 [18:10<3:53:16, 30.10s/it]
[VAL] Best epoch 36 | Best val score -0.828591 | DKL-prior 0.000368 | BCE 0.501667 | auROC 0.8286:   7%|▋         | 36/500 [18:10<3:53:15, 30.16s/it]
[VAL] Best epoch 37 | Best val score -0.829090 | DKL-prior 0.000444 | BCE 0.497466 | auROC 0.8291:   7%|▋         | 36/500 [18:40<3:53:15, 30.16s/it]
[VAL] Best epoch 37 | Best val score -0.829090 | DKL-prior 0.000444 | BCE 0.497466 | auROC 0.8291:   7%|▋         | 36/500 [18:40<3:53:15, 30.16s/it]
[VAL] Best epoch 37 | Best val score -0.829090 | DKL-prior 0.000444 | BCE 0.497466 | auROC 0.8291:   7%|▋         | 37/500 [18:40<3:52:26, 30.12s/it]
[VAL] Best epoch 37 | Best val score -0.829090 | DKL-prior 0.000444 | BCE 0.497466 | auROC 0.8291:   8%|▊         | 38/500 [19:11<3:52:40, 30.22s/it]
[VAL] Best epoch 37 | Best val score -0.829090 | DKL-prior 0.000444 | BCE 0.497466 | auROC 0.8291:   8%|▊         | 39/500 [19:41<3:51:58, 30.19s/it]
[VAL] Best epoch 40 | Best val score -0.829769 | DKL-prior 0.000393 | BCE 0.496885 | auROC 0.8298:   8%|▊         | 39/500 [20:11<3:51:58, 30.19s/it]
[VAL] Best epoch 40 | Best val score -0.829769 | DKL-prior 0.000393 | BCE 0.496885 | auROC 0.8298:   8%|▊         | 39/500 [20:11<3:51:58, 30.19s/it]
[VAL] Best epoch 40 | Best val score -0.829769 | DKL-prior 0.000393 | BCE 0.496885 | auROC 0.8298:   8%|▊         | 40/500 [20:11<3:51:53, 30.25s/it]
[VAL] Best epoch 40 | Best val score -0.829769 | DKL-prior 0.000393 | BCE 0.496885 | auROC 0.8298:   8%|▊         | 41/500 [20:41<3:51:27, 30.26s/it]
[VAL] Best epoch 40 | Best val score -0.829769 | DKL-prior 0.000393 | BCE 0.496885 | auROC 0.8298:   8%|▊         | 42/500 [21:11<3:50:02, 30.14s/it]
[VAL] Best epoch 43 | Best val score -0.835970 | DKL-prior 0.000385 | BCE 0.490346 | auROC 0.8360:   8%|▊         | 42/500 [21:41<3:50:02, 30.14s/it]
[VAL] Best epoch 43 | Best val score -0.835970 | DKL-prior 0.000385 | BCE 0.490346 | auROC 0.8360:   8%|▊         | 42/500 [21:41<3:50:02, 30.14s/it]
[VAL] Best epoch 43 | Best val score -0.835970 | DKL-prior 0.000385 | BCE 0.490346 | auROC 0.8360:   9%|▊         | 43/500 [21:41<3:49:04, 30.08s/it]
[VAL] Best epoch 43 | Best val score -0.835970 | DKL-prior 0.000385 | BCE 0.490346 | auROC 0.8360:   9%|▉         | 44/500 [22:11<3:47:51, 29.98s/it]
[VAL] Best epoch 43 | Best val score -0.835970 | DKL-prior 0.000385 | BCE 0.490346 | auROC 0.8360:   9%|▉         | 45/500 [22:41<3:46:58, 29.93s/it]
[VAL] Best epoch 46 | Best val score -0.841506 | DKL-prior 0.000365 | BCE 0.485222 | auROC 0.8415:   9%|▉         | 45/500 [23:11<3:46:58, 29.93s/it]
[VAL] Best epoch 46 | Best val score -0.841506 | DKL-prior 0.000365 | BCE 0.485222 | auROC 0.8415:   9%|▉         | 45/500 [23:11<3:46:58, 29.93s/it]
[VAL] Best epoch 46 | Best val score -0.841506 | DKL-prior 0.000365 | BCE 0.485222 | auROC 0.8415:   9%|▉         | 46/500 [23:11<3:46:57, 30.00s/it]
[VAL] Best epoch 46 | Best val score -0.841506 | DKL-prior 0.000365 | BCE 0.485222 | auROC 0.8415:   9%|▉         | 47/500 [23:41<3:46:12, 29.96s/it]
[VAL] Best epoch 46 | Best val score -0.841506 | DKL-prior 0.000365 | BCE 0.485222 | auROC 0.8415:  10%|▉         | 48/500 [24:11<3:46:05, 30.01s/it]
[VAL] Best epoch 46 | Best val score -0.841506 | DKL-prior 0.000365 | BCE 0.485222 | auROC 0.8415:  10%|▉         | 49/500 [24:41<3:45:49, 30.04s/it]
[VAL] Best epoch 46 | Best val score -0.841506 | DKL-prior 0.000365 | BCE 0.485222 | auROC 0.8415:  10%|█         | 50/500 [25:11<3:45:16, 30.04s/it]
[VAL] Best epoch 46 | Best val score -0.841506 | DKL-prior 0.000365 | BCE 0.485222 | auROC 0.8415:  10%|█         | 51/500 [25:41<3:44:14, 29.97s/it]
[VAL] Best epoch 46 | Best val score -0.841506 | DKL-prior 0.000365 | BCE 0.485222 | auROC 0.8415:  10%|█         | 52/500 [26:11<3:43:47, 29.97s/it]
[VAL] Best epoch 46 | Best val score -0.841506 | DKL-prior 0.000365 | BCE 0.485222 | auROC 0.8415:  11%|█         | 53/500 [26:41<3:43:47, 30.04s/it]
[VAL] Best epoch 54 | Best val score -0.850807 | DKL-prior 0.000445 | BCE 0.473866 | auROC 0.8508:  11%|█         | 53/500 [27:11<3:43:47, 30.04s/it]
[VAL] Best epoch 54 | Best val score -0.850807 | DKL-prior 0.000445 | BCE 0.473866 | auROC 0.8508:  11%|█         | 53/500 [27:11<3:43:47, 30.04s/it]
[VAL] Best epoch 54 | Best val score -0.850807 | DKL-prior 0.000445 | BCE 0.473866 | auROC 0.8508:  11%|█         | 54/500 [27:11<3:43:33, 30.08s/it]
[VAL] Best epoch 54 | Best val score -0.850807 | DKL-prior 0.000445 | BCE 0.473866 | auROC 0.8508:  11%|█         | 55/500 [27:41<3:43:00, 30.07s/it]
[VAL] Best epoch 54 | Best val score -0.850807 | DKL-prior 0.000445 | BCE 0.473866 | auROC 0.8508:  11%|█         | 56/500 [28:11<3:42:19, 30.05s/it]
[VAL] Best epoch 54 | Best val score -0.850807 | DKL-prior 0.000445 | BCE 0.473866 | auROC 0.8508:  11%|█▏        | 57/500 [28:41<3:41:07, 29.95s/it]
[VAL] Best epoch 54 | Best val score -0.850807 | DKL-prior 0.000445 | BCE 0.473866 | auROC 0.8508:  12%|█▏        | 58/500 [29:11<3:39:58, 29.86s/it]
[VAL] Best epoch 54 | Best val score -0.850807 | DKL-prior 0.000445 | BCE 0.473866 | auROC 0.8508:  12%|█▏        | 59/500 [29:40<3:38:56, 29.79s/it]
[VAL] Best epoch 54 | Best val score -0.850807 | DKL-prior 0.000445 | BCE 0.473866 | auROC 0.8508:  12%|█▏        | 60/500 [30:10<3:37:47, 29.70s/it]
[VAL] Best epoch 54 | Best val score -0.850807 | DKL-prior 0.000445 | BCE 0.473866 | auROC 0.8508:  12%|█▏        | 61/500 [30:40<3:37:52, 29.78s/it]
[VAL] Best epoch 54 | Best val score -0.850807 | DKL-prior 0.000445 | BCE 0.473866 | auROC 0.8508:  12%|█▏        | 62/500 [31:10<3:37:58, 29.86s/it]
[VAL] Best epoch 54 | Best val score -0.850807 | DKL-prior 0.000445 | BCE 0.473866 | auROC 0.8508:  13%|█▎        | 63/500 [31:39<3:36:43, 29.76s/it]
[VAL] Best epoch 54 | Best val score -0.850807 | DKL-prior 0.000445 | BCE 0.473866 | auROC 0.8508:  13%|█▎        | 64/500 [32:09<3:36:12, 29.75s/it]
[VAL] Best epoch 54 | Best val score -0.850807 | DKL-prior 0.000445 | BCE 0.473866 | auROC 0.8508:  13%|█▎        | 65/500 [32:39<3:36:19, 29.84s/it]
[VAL] Best epoch 54 | Best val score -0.850807 | DKL-prior 0.000445 | BCE 0.473866 | auROC 0.8508:  13%|█▎        | 66/500 [33:09<3:36:39, 29.95s/it]
[VAL] Best epoch 54 | Best val score -0.850807 | DKL-prior 0.000445 | BCE 0.473866 | auROC 0.8508:  13%|█▎        | 67/500 [33:39<3:36:26, 29.99s/it]
[VAL] Best epoch 68 | Best val score -0.850914 | DKL-prior 0.000410 | BCE 0.472887 | auROC 0.8509:  13%|█▎        | 67/500 [34:09<3:36:26, 29.99s/it]
[VAL] Best epoch 68 | Best val score -0.850914 | DKL-prior 0.000410 | BCE 0.472887 | auROC 0.8509:  13%|█▎        | 67/500 [34:09<3:36:26, 29.99s/it]
[VAL] Best epoch 68 | Best val score -0.850914 | DKL-prior 0.000410 | BCE 0.472887 | auROC 0.8509:  14%|█▎        | 68/500 [34:09<3:35:17, 29.90s/it]
[VAL] Best epoch 68 | Best val score -0.850914 | DKL-prior 0.000410 | BCE 0.472887 | auROC 0.8509:  14%|█▍        | 69/500 [34:39<3:35:02, 29.94s/it]
[VAL] Best epoch 68 | Best val score -0.850914 | DKL-prior 0.000410 | BCE 0.472887 | auROC 0.8509:  14%|█▍        | 70/500 [35:09<3:34:43, 29.96s/it]
[VAL] Best epoch 71 | Best val score -0.852006 | DKL-prior 0.000463 | BCE 0.468916 | auROC 0.8520:  14%|█▍        | 70/500 [35:39<3:34:43, 29.96s/it]
[VAL] Best epoch 71 | Best val score -0.852006 | DKL-prior 0.000463 | BCE 0.468916 | auROC 0.8520:  14%|█▍        | 70/500 [35:39<3:34:43, 29.96s/it]
[VAL] Best epoch 71 | Best val score -0.852006 | DKL-prior 0.000463 | BCE 0.468916 | auROC 0.8520:  14%|█▍        | 71/500 [35:39<3:33:45, 29.90s/it]
[VAL] Best epoch 71 | Best val score -0.852006 | DKL-prior 0.000463 | BCE 0.468916 | auROC 0.8520:  14%|█▍        | 72/500 [36:09<3:33:09, 29.88s/it]
[VAL] Best epoch 71 | Best val score -0.852006 | DKL-prior 0.000463 | BCE 0.468916 | auROC 0.8520:  15%|█▍        | 73/500 [36:39<3:32:39, 29.88s/it]
[VAL] Best epoch 71 | Best val score -0.852006 | DKL-prior 0.000463 | BCE 0.468916 | auROC 0.8520:  15%|█▍        | 74/500 [37:09<3:32:35, 29.94s/it]
[VAL] Best epoch 75 | Best val score -0.852366 | DKL-prior 0.000419 | BCE 0.469869 | auROC 0.8524:  15%|█▍        | 74/500 [37:38<3:32:35, 29.94s/it]
[VAL] Best epoch 75 | Best val score -0.852366 | DKL-prior 0.000419 | BCE 0.469869 | auROC 0.8524:  15%|█▍        | 74/500 [37:38<3:32:35, 29.94s/it]
[VAL] Best epoch 75 | Best val score -0.852366 | DKL-prior 0.000419 | BCE 0.469869 | auROC 0.8524:  15%|█▌        | 75/500 [37:38<3:31:01, 29.79s/it]
[VAL] Best epoch 76 | Best val score -0.853226 | DKL-prior 0.000477 | BCE 0.473383 | auROC 0.8532:  15%|█▌        | 75/500 [38:08<3:31:01, 29.79s/it]
[VAL] Best epoch 76 | Best val score -0.853226 | DKL-prior 0.000477 | BCE 0.473383 | auROC 0.8532:  15%|█▌        | 75/500 [38:08<3:31:01, 29.79s/it]
[VAL] Best epoch 76 | Best val score -0.853226 | DKL-prior 0.000477 | BCE 0.473383 | auROC 0.8532:  15%|█▌        | 76/500 [38:08<3:31:17, 29.90s/it]
[VAL] Best epoch 77 | Best val score -0.854327 | DKL-prior 0.000416 | BCE 0.471928 | auROC 0.8543:  15%|█▌        | 76/500 [38:38<3:31:17, 29.90s/it]
[VAL] Best epoch 77 | Best val score -0.854327 | DKL-prior 0.000416 | BCE 0.471928 | auROC 0.8543:  15%|█▌        | 76/500 [38:38<3:31:17, 29.90s/it]
[VAL] Best epoch 77 | Best val score -0.854327 | DKL-prior 0.000416 | BCE 0.471928 | auROC 0.8543:  15%|█▌        | 77/500 [38:38<3:30:57, 29.92s/it]
[VAL] Best epoch 77 | Best val score -0.854327 | DKL-prior 0.000416 | BCE 0.471928 | auROC 0.8543:  16%|█▌        | 78/500 [39:08<3:30:40, 29.95s/it]
[VAL] Best epoch 77 | Best val score -0.854327 | DKL-prior 0.000416 | BCE 0.471928 | auROC 0.8543:  16%|█▌        | 79/500 [39:38<3:30:18, 29.97s/it]
[VAL] Best epoch 77 | Best val score -0.854327 | DKL-prior 0.000416 | BCE 0.471928 | auROC 0.8543:  16%|█▌        | 80/500 [40:08<3:29:42, 29.96s/it]
[VAL] Best epoch 77 | Best val score -0.854327 | DKL-prior 0.000416 | BCE 0.471928 | auROC 0.8543:  16%|█▌        | 81/500 [40:38<3:28:46, 29.90s/it]
[VAL] Best epoch 82 | Best val score -0.858670 | DKL-prior 0.000425 | BCE 0.473368 | auROC 0.8587:  16%|█▌        | 81/500 [41:07<3:28:46, 29.90s/it]
[VAL] Best epoch 82 | Best val score -0.858670 | DKL-prior 0.000425 | BCE 0.473368 | auROC 0.8587:  16%|█▌        | 81/500 [41:07<3:28:46, 29.90s/it]
[VAL] Best epoch 82 | Best val score -0.858670 | DKL-prior 0.000425 | BCE 0.473368 | auROC 0.8587:  16%|█▋        | 82/500 [41:07<3:27:31, 29.79s/it]
[VAL] Best epoch 83 | Best val score -0.859950 | DKL-prior 0.000455 | BCE 0.465882 | auROC 0.8600:  16%|█▋        | 82/500 [41:37<3:27:31, 29.79s/it]
[VAL] Best epoch 83 | Best val score -0.859950 | DKL-prior 0.000455 | BCE 0.465882 | auROC 0.8600:  16%|█▋        | 82/500 [41:37<3:27:31, 29.79s/it]
[VAL] Best epoch 83 | Best val score -0.859950 | DKL-prior 0.000455 | BCE 0.465882 | auROC 0.8600:  17%|█▋        | 83/500 [41:37<3:27:33, 29.86s/it]
[VAL] Best epoch 83 | Best val score -0.859950 | DKL-prior 0.000455 | BCE 0.465882 | auROC 0.8600:  17%|█▋        | 84/500 [42:08<3:27:27, 29.92s/it]
[VAL] Best epoch 83 | Best val score -0.859950 | DKL-prior 0.000455 | BCE 0.465882 | auROC 0.8600:  17%|█▋        | 85/500 [42:37<3:26:52, 29.91s/it]
[VAL] Best epoch 83 | Best val score -0.859950 | DKL-prior 0.000455 | BCE 0.465882 | auROC 0.8600:  17%|█▋        | 86/500 [43:07<3:26:18, 29.90s/it]
[VAL] Best epoch 83 | Best val score -0.859950 | DKL-prior 0.000455 | BCE 0.465882 | auROC 0.8600:  17%|█▋        | 87/500 [43:37<3:25:26, 29.85s/it]
[VAL] Best epoch 83 | Best val score -0.859950 | DKL-prior 0.000455 | BCE 0.465882 | auROC 0.8600:  18%|█▊        | 88/500 [44:06<3:23:59, 29.71s/it]
[VAL] Best epoch 83 | Best val score -0.859950 | DKL-prior 0.000455 | BCE 0.465882 | auROC 0.8600:  18%|█▊        | 89/500 [44:36<3:24:10, 29.81s/it]
[VAL] Best epoch 90 | Best val score -0.861017 | DKL-prior 0.000449 | BCE 0.465580 | auROC 0.8610:  18%|█▊        | 89/500 [45:06<3:24:10, 29.81s/it]
[VAL] Best epoch 90 | Best val score -0.861017 | DKL-prior 0.000449 | BCE 0.465580 | auROC 0.8610:  18%|█▊        | 89/500 [45:06<3:24:10, 29.81s/it]
[VAL] Best epoch 90 | Best val score -0.861017 | DKL-prior 0.000449 | BCE 0.465580 | auROC 0.8610:  18%|█▊        | 90/500 [45:06<3:23:53, 29.84s/it]
[VAL] Best epoch 90 | Best val score -0.861017 | DKL-prior 0.000449 | BCE 0.465580 | auROC 0.8610:  18%|█▊        | 91/500 [45:36<3:23:22, 29.83s/it]
[VAL] Best epoch 92 | Best val score -0.862276 | DKL-prior 0.000479 | BCE 0.462586 | auROC 0.8623:  18%|█▊        | 91/500 [46:06<3:23:22, 29.83s/it]
