
  0%|          | 0/500 [00:00<?, ?it/s]
[VAL] Best epoch 1 | Best val score -0.623350 | DKL-prior 0.000159 | BCE 0.671600 | auROC 0.6233:   0%|          | 0/500 [00:32<?, ?it/s]
[VAL] Best epoch 8 | Best val score -0.717709 | DKL-prior 0.000317 | BCE 0.622036 | auROC 0.7177:   1%|▏         | 7/500 [04:06<4:11:20, 30.59s/it]
[VAL] Best epoch 8 | Best val score -0.717709 | DKL-prior 0.000317 | BCE 0.622036 | auROC 0.7177:   2%|▏         | 8/500 [04:06<4:09:55, 30.48s/it]
[VAL] Best epoch 9 | Best val score -0.745326 | DKL-prior 0.000307 | BCE 0.600293 | auROC 0.7453:   2%|▏         | 8/500 [04:36<4:09:55, 30.48s/it]
[VAL] Best epoch 9 | Best val score -0.745326 | DKL-prior 0.000307 | BCE 0.600293 | auROC 0.7453:   2%|▏         | 8/500 [04:36<4:09:55, 30.48s/it]
[VAL] Best epoch 9 | Best val score -0.745326 | DKL-prior 0.000307 | BCE 0.600293 | auROC 0.7453:   2%|▏         | 9/500 [04:36<4:09:15, 30.46s/it]
[VAL] Best epoch 10 | Best val score -0.754226 | DKL-prior 0.000320 | BCE 0.590513 | auROC 0.7542:   2%|▏         | 9/500 [05:07<4:09:15, 30.46s/it]
[VAL] Best epoch 10 | Best val score -0.754226 | DKL-prior 0.000320 | BCE 0.590513 | auROC 0.7542:   2%|▏         | 9/500 [05:07<4:09:15, 30.46s/it]
[VAL] Best epoch 10 | Best val score -0.754226 | DKL-prior 0.000320 | BCE 0.590513 | auROC 0.7542:   2%|▏         | 10/500 [05:07<4:08:21, 30.41s/it]
[VAL] Best epoch 11 | Best val score -0.763891 | DKL-prior 0.000367 | BCE 0.575684 | auROC 0.7639:   2%|▏         | 10/500 [05:37<4:08:21, 30.41s/it]
[VAL] Best epoch 11 | Best val score -0.763891 | DKL-prior 0.000367 | BCE 0.575684 | auROC 0.7639:   2%|▏         | 10/500 [05:37<4:08:21, 30.41s/it]
[VAL] Best epoch 11 | Best val score -0.763891 | DKL-prior 0.000367 | BCE 0.575684 | auROC 0.7639:   2%|▏         | 11/500 [05:37<4:08:45, 30.52s/it]
[VAL] Best epoch 12 | Best val score -0.775364 | DKL-prior 0.000331 | BCE 0.569255 | auROC 0.7754:   2%|▏         | 11/500 [06:08<4:08:45, 30.52s/it]
[VAL] Best epoch 12 | Best val score -0.775364 | DKL-prior 0.000331 | BCE 0.569255 | auROC 0.7754:   2%|▏         | 11/500 [06:08<4:08:45, 30.52s/it]
[VAL] Best epoch 12 | Best val score -0.775364 | DKL-prior 0.000331 | BCE 0.569255 | auROC 0.7754:   2%|▏         | 12/500 [06:08<4:08:04, 30.50s/it]
[VAL] Best epoch 12 | Best val score -0.775364 | DKL-prior 0.000331 | BCE 0.569255 | auROC 0.7754:   3%|▎         | 13/500 [06:38<4:07:03, 30.44s/it]
[VAL] Best epoch 14 | Best val score -0.782875 | DKL-prior 0.000384 | BCE 0.556058 | auROC 0.7829:   3%|▎         | 13/500 [07:09<4:07:03, 30.44s/it]
[VAL] Best epoch 14 | Best val score -0.782875 | DKL-prior 0.000384 | BCE 0.556058 | auROC 0.7829:   3%|▎         | 13/500 [07:09<4:07:03, 30.44s/it]
[VAL] Best epoch 14 | Best val score -0.782875 | DKL-prior 0.000384 | BCE 0.556058 | auROC 0.7829:   3%|▎         | 14/500 [07:09<4:06:42, 30.46s/it]
[VAL] Best epoch 15 | Best val score -0.794066 | DKL-prior 0.000396 | BCE 0.548905 | auROC 0.7941:   3%|▎         | 14/500 [07:39<4:06:42, 30.46s/it]
[VAL] Best epoch 15 | Best val score -0.794066 | DKL-prior 0.000396 | BCE 0.548905 | auROC 0.7941:   3%|▎         | 14/500 [07:39<4:06:42, 30.46s/it]
[VAL] Best epoch 15 | Best val score -0.794066 | DKL-prior 0.000396 | BCE 0.548905 | auROC 0.7941:   3%|▎         | 15/500 [07:39<4:05:48, 30.41s/it]
[VAL] Best epoch 15 | Best val score -0.794066 | DKL-prior 0.000396 | BCE 0.548905 | auROC 0.7941:   3%|▎         | 16/500 [08:09<4:05:01, 30.38s/it]
[VAL] Best epoch 17 | Best val score -0.803314 | DKL-prior 0.000362 | BCE 0.533932 | auROC 0.8033:   3%|▎         | 16/500 [08:39<4:05:01, 30.38s/it]
[VAL] Best epoch 17 | Best val score -0.803314 | DKL-prior 0.000362 | BCE 0.533932 | auROC 0.8033:   3%|▎         | 16/500 [08:39<4:05:01, 30.38s/it]
[VAL] Best epoch 17 | Best val score -0.803314 | DKL-prior 0.000362 | BCE 0.533932 | auROC 0.8033:   3%|▎         | 17/500 [08:39<4:03:53, 30.30s/it]
[VAL] Best epoch 17 | Best val score -0.803314 | DKL-prior 0.000362 | BCE 0.533932 | auROC 0.8033:   4%|▎         | 18/500 [09:10<4:03:34, 30.32s/it]
[VAL] Best epoch 19 | Best val score -0.806289 | DKL-prior 0.000368 | BCE 0.528922 | auROC 0.8063:   4%|▎         | 18/500 [09:40<4:03:34, 30.32s/it]
[VAL] Best epoch 19 | Best val score -0.806289 | DKL-prior 0.000368 | BCE 0.528922 | auROC 0.8063:   4%|▎         | 18/500 [09:40<4:03:34, 30.32s/it]
[VAL] Best epoch 19 | Best val score -0.806289 | DKL-prior 0.000368 | BCE 0.528922 | auROC 0.8063:   4%|▍         | 19/500 [09:40<4:02:51, 30.29s/it]
[VAL] Best epoch 20 | Best val score -0.806432 | DKL-prior 0.000396 | BCE 0.524217 | auROC 0.8064:   4%|▍         | 19/500 [10:10<4:02:51, 30.29s/it]
[VAL] Best epoch 20 | Best val score -0.806432 | DKL-prior 0.000396 | BCE 0.524217 | auROC 0.8064:   4%|▍         | 19/500 [10:10<4:02:51, 30.29s/it]
[VAL] Best epoch 20 | Best val score -0.806432 | DKL-prior 0.000396 | BCE 0.524217 | auROC 0.8064:   4%|▍         | 20/500 [10:10<4:02:32, 30.32s/it]
[VAL] Best epoch 21 | Best val score -0.814825 | DKL-prior 0.000381 | BCE 0.516735 | auROC 0.8148:   4%|▍         | 20/500 [10:41<4:02:32, 30.32s/it]
[VAL] Best epoch 21 | Best val score -0.814825 | DKL-prior 0.000381 | BCE 0.516735 | auROC 0.8148:   4%|▍         | 20/500 [10:41<4:02:32, 30.32s/it]
[VAL] Best epoch 21 | Best val score -0.814825 | DKL-prior 0.000381 | BCE 0.516735 | auROC 0.8148:   4%|▍         | 21/500 [10:41<4:02:18, 30.35s/it]
[VAL] Best epoch 22 | Best val score -0.826229 | DKL-prior 0.000428 | BCE 0.506528 | auROC 0.8262:   4%|▍         | 21/500 [11:11<4:02:18, 30.35s/it]
[VAL] Best epoch 22 | Best val score -0.826229 | DKL-prior 0.000428 | BCE 0.506528 | auROC 0.8262:   4%|▍         | 21/500 [11:11<4:02:18, 30.35s/it]
[VAL] Best epoch 22 | Best val score -0.826229 | DKL-prior 0.000428 | BCE 0.506528 | auROC 0.8262:   4%|▍         | 22/500 [11:11<4:01:58, 30.37s/it]
[VAL] Best epoch 23 | Best val score -0.827076 | DKL-prior 0.000377 | BCE 0.504017 | auROC 0.8271:   4%|▍         | 22/500 [11:41<4:01:58, 30.37s/it]
[VAL] Best epoch 23 | Best val score -0.827076 | DKL-prior 0.000377 | BCE 0.504017 | auROC 0.8271:   4%|▍         | 22/500 [11:41<4:01:58, 30.37s/it]
[VAL] Best epoch 23 | Best val score -0.827076 | DKL-prior 0.000377 | BCE 0.504017 | auROC 0.8271:   5%|▍         | 23/500 [11:41<4:00:48, 30.29s/it]
[VAL] Best epoch 23 | Best val score -0.827076 | DKL-prior 0.000377 | BCE 0.504017 | auROC 0.8271:   5%|▍         | 24/500 [12:12<4:00:24, 30.30s/it]
[VAL] Best epoch 23 | Best val score -0.827076 | DKL-prior 0.000377 | BCE 0.504017 | auROC 0.8271:   5%|▌         | 25/500 [12:42<3:59:30, 30.25s/it]
[VAL] Best epoch 23 | Best val score -0.827076 | DKL-prior 0.000377 | BCE 0.504017 | auROC 0.8271:   5%|▌         | 26/500 [13:12<3:59:30, 30.32s/it]
[VAL] Best epoch 23 | Best val score -0.827076 | DKL-prior 0.000377 | BCE 0.504017 | auROC 0.8271:   5%|▌         | 27/500 [13:43<3:59:12, 30.34s/it]
[VAL] Best epoch 28 | Best val score -0.834603 | DKL-prior 0.000435 | BCE 0.495364 | auROC 0.8346:   5%|▌         | 27/500 [14:13<3:59:12, 30.34s/it]
[VAL] Best epoch 28 | Best val score -0.834603 | DKL-prior 0.000435 | BCE 0.495364 | auROC 0.8346:   5%|▌         | 27/500 [14:13<3:59:12, 30.34s/it]
[VAL] Best epoch 28 | Best val score -0.834603 | DKL-prior 0.000435 | BCE 0.495364 | auROC 0.8346:   6%|▌         | 28/500 [14:13<3:58:31, 30.32s/it]
[VAL] Best epoch 28 | Best val score -0.834603 | DKL-prior 0.000435 | BCE 0.495364 | auROC 0.8346:   6%|▌         | 29/500 [14:43<3:57:49, 30.30s/it]
[VAL] Best epoch 28 | Best val score -0.834603 | DKL-prior 0.000435 | BCE 0.495364 | auROC 0.8346:   6%|▌         | 30/500 [15:13<3:56:54, 30.24s/it]
[VAL] Best epoch 28 | Best val score -0.834603 | DKL-prior 0.000435 | BCE 0.495364 | auROC 0.8346:   6%|▌         | 31/500 [15:44<3:56:19, 30.23s/it]
[VAL] Best epoch 28 | Best val score -0.834603 | DKL-prior 0.000435 | BCE 0.495364 | auROC 0.8346:   6%|▋         | 32/500 [16:14<3:56:01, 30.26s/it]
[VAL] Best epoch 33 | Best val score -0.835776 | DKL-prior 0.000422 | BCE 0.493775 | auROC 0.8358:   6%|▋         | 32/500 [16:44<3:56:01, 30.26s/it]
[VAL] Best epoch 33 | Best val score -0.835776 | DKL-prior 0.000422 | BCE 0.493775 | auROC 0.8358:   6%|▋         | 32/500 [16:44<3:56:01, 30.26s/it]
[VAL] Best epoch 33 | Best val score -0.835776 | DKL-prior 0.000422 | BCE 0.493775 | auROC 0.8358:   7%|▋         | 33/500 [16:44<3:55:34, 30.27s/it]
[VAL] Best epoch 33 | Best val score -0.835776 | DKL-prior 0.000422 | BCE 0.493775 | auROC 0.8358:   7%|▋         | 34/500 [17:15<3:55:20, 30.30s/it]
[VAL] Best epoch 33 | Best val score -0.835776 | DKL-prior 0.000422 | BCE 0.493775 | auROC 0.8358:   7%|▋         | 35/500 [17:45<3:54:24, 30.25s/it]
[VAL] Best epoch 36 | Best val score -0.842451 | DKL-prior 0.000411 | BCE 0.483477 | auROC 0.8425:   7%|▋         | 35/500 [18:15<3:54:24, 30.25s/it]
[VAL] Best epoch 36 | Best val score -0.842451 | DKL-prior 0.000411 | BCE 0.483477 | auROC 0.8425:   7%|▋         | 35/500 [18:15<3:54:24, 30.25s/it]
[VAL] Best epoch 36 | Best val score -0.842451 | DKL-prior 0.000411 | BCE 0.483477 | auROC 0.8425:   7%|▋         | 36/500 [18:15<3:54:04, 30.27s/it]
[VAL] Best epoch 37 | Best val score -0.842748 | DKL-prior 0.000442 | BCE 0.484638 | auROC 0.8427:   7%|▋         | 36/500 [18:45<3:54:04, 30.27s/it]
[VAL] Best epoch 37 | Best val score -0.842748 | DKL-prior 0.000442 | BCE 0.484638 | auROC 0.8427:   7%|▋         | 36/500 [18:45<3:54:04, 30.27s/it]
[VAL] Best epoch 37 | Best val score -0.842748 | DKL-prior 0.000442 | BCE 0.484638 | auROC 0.8427:   7%|▋         | 37/500 [18:45<3:54:08, 30.34s/it]
[VAL] Best epoch 38 | Best val score -0.849765 | DKL-prior 0.000433 | BCE 0.478144 | auROC 0.8498:   7%|▋         | 37/500 [19:16<3:54:08, 30.34s/it]
[VAL] Best epoch 38 | Best val score -0.849765 | DKL-prior 0.000433 | BCE 0.478144 | auROC 0.8498:   7%|▋         | 37/500 [19:16<3:54:08, 30.34s/it]
[VAL] Best epoch 38 | Best val score -0.849765 | DKL-prior 0.000433 | BCE 0.478144 | auROC 0.8498:   8%|▊         | 38/500 [19:16<3:53:14, 30.29s/it]
[VAL] Best epoch 38 | Best val score -0.849765 | DKL-prior 0.000433 | BCE 0.478144 | auROC 0.8498:   8%|▊         | 39/500 [19:46<3:52:37, 30.28s/it]
[VAL] Best epoch 38 | Best val score -0.849765 | DKL-prior 0.000433 | BCE 0.478144 | auROC 0.8498:   8%|▊         | 40/500 [20:16<3:52:08, 30.28s/it]
[VAL] Best epoch 38 | Best val score -0.849765 | DKL-prior 0.000433 | BCE 0.478144 | auROC 0.8498:   8%|▊         | 41/500 [20:46<3:51:11, 30.22s/it]
[VAL] Best epoch 38 | Best val score -0.849765 | DKL-prior 0.000433 | BCE 0.478144 | auROC 0.8498:   8%|▊         | 42/500 [21:17<3:51:32, 30.33s/it]
[VAL] Best epoch 38 | Best val score -0.849765 | DKL-prior 0.000433 | BCE 0.478144 | auROC 0.8498:   9%|▊         | 43/500 [21:47<3:51:02, 30.33s/it]
[VAL] Best epoch 44 | Best val score -0.854092 | DKL-prior 0.000408 | BCE 0.470643 | auROC 0.8541:   9%|▊         | 43/500 [22:17<3:51:02, 30.33s/it]
[VAL] Best epoch 44 | Best val score -0.854092 | DKL-prior 0.000408 | BCE 0.470643 | auROC 0.8541:   9%|▊         | 43/500 [22:17<3:51:02, 30.33s/it]
[VAL] Best epoch 44 | Best val score -0.854092 | DKL-prior 0.000408 | BCE 0.470643 | auROC 0.8541:   9%|▉         | 44/500 [22:17<3:50:11, 30.29s/it]
[VAL] Best epoch 44 | Best val score -0.854092 | DKL-prior 0.000408 | BCE 0.470643 | auROC 0.8541:   9%|▉         | 45/500 [22:48<3:49:44, 30.29s/it]
[VAL] Best epoch 44 | Best val score -0.854092 | DKL-prior 0.000408 | BCE 0.470643 | auROC 0.8541:   9%|▉         | 46/500 [23:18<3:49:29, 30.33s/it]
[VAL] Best epoch 44 | Best val score -0.854092 | DKL-prior 0.000408 | BCE 0.470643 | auROC 0.8541:   9%|▉         | 47/500 [23:48<3:48:24, 30.25s/it]
[VAL] Best epoch 44 | Best val score -0.854092 | DKL-prior 0.000408 | BCE 0.470643 | auROC 0.8541:  10%|▉         | 48/500 [24:18<3:47:44, 30.23s/it]
[VAL] Best epoch 44 | Best val score -0.854092 | DKL-prior 0.000408 | BCE 0.470643 | auROC 0.8541:  10%|▉         | 49/500 [24:49<3:47:26, 30.26s/it]
[VAL] Best epoch 44 | Best val score -0.854092 | DKL-prior 0.000408 | BCE 0.470643 | auROC 0.8541:  10%|█         | 50/500 [25:19<3:46:58, 30.26s/it]
[VAL] Best epoch 44 | Best val score -0.854092 | DKL-prior 0.000408 | BCE 0.470643 | auROC 0.8541:  10%|█         | 51/500 [25:49<3:45:39, 30.16s/it]
[VAL] Best epoch 44 | Best val score -0.854092 | DKL-prior 0.000408 | BCE 0.470643 | auROC 0.8541:  10%|█         | 52/500 [26:19<3:45:32, 30.21s/it]
[VAL] Best epoch 44 | Best val score -0.854092 | DKL-prior 0.000408 | BCE 0.470643 | auROC 0.8541:  11%|█         | 53/500 [26:49<3:44:21, 30.11s/it]
[VAL] Best epoch 44 | Best val score -0.854092 | DKL-prior 0.000408 | BCE 0.470643 | auROC 0.8541:  11%|█         | 54/500 [27:20<3:44:50, 30.25s/it]
[VAL] Best epoch 44 | Best val score -0.854092 | DKL-prior 0.000408 | BCE 0.470643 | auROC 0.8541:  11%|█         | 55/500 [27:50<3:44:36, 30.29s/it]
[VAL] Best epoch 56 | Best val score -0.854490 | DKL-prior 0.000422 | BCE 0.468046 | auROC 0.8545:  11%|█         | 55/500 [28:20<3:44:36, 30.29s/it]
[VAL] Best epoch 56 | Best val score -0.854490 | DKL-prior 0.000422 | BCE 0.468046 | auROC 0.8545:  11%|█         | 55/500 [28:20<3:44:36, 30.29s/it]
[VAL] Best epoch 56 | Best val score -0.854490 | DKL-prior 0.000422 | BCE 0.468046 | auROC 0.8545:  11%|█         | 56/500 [28:20<3:43:50, 30.25s/it]
[VAL] Best epoch 57 | Best val score -0.856342 | DKL-prior 0.000478 | BCE 0.465805 | auROC 0.8563:  11%|█         | 56/500 [28:51<3:43:50, 30.25s/it]
[VAL] Best epoch 57 | Best val score -0.856342 | DKL-prior 0.000478 | BCE 0.465805 | auROC 0.8563:  11%|█         | 56/500 [28:51<3:43:50, 30.25s/it]
[VAL] Best epoch 57 | Best val score -0.856342 | DKL-prior 0.000478 | BCE 0.465805 | auROC 0.8563:  11%|█▏        | 57/500 [28:51<3:43:39, 30.29s/it]
[VAL] Best epoch 58 | Best val score -0.859268 | DKL-prior 0.000463 | BCE 0.465275 | auROC 0.8593:  11%|█▏        | 57/500 [29:21<3:43:39, 30.29s/it]
[VAL] Best epoch 58 | Best val score -0.859268 | DKL-prior 0.000463 | BCE 0.465275 | auROC 0.8593:  11%|█▏        | 57/500 [29:21<3:43:39, 30.29s/it]
[VAL] Best epoch 58 | Best val score -0.859268 | DKL-prior 0.000463 | BCE 0.465275 | auROC 0.8593:  12%|█▏        | 58/500 [29:21<3:43:39, 30.36s/it]
[VAL] Best epoch 58 | Best val score -0.859268 | DKL-prior 0.000463 | BCE 0.465275 | auROC 0.8593:  12%|█▏        | 59/500 [29:51<3:42:51, 30.32s/it]
[VAL] Best epoch 58 | Best val score -0.859268 | DKL-prior 0.000463 | BCE 0.465275 | auROC 0.8593:  12%|█▏        | 60/500 [30:22<3:42:35, 30.35s/it]
[VAL] Best epoch 58 | Best val score -0.859268 | DKL-prior 0.000463 | BCE 0.465275 | auROC 0.8593:  12%|█▏        | 61/500 [30:52<3:41:35, 30.29s/it]
[VAL] Best epoch 58 | Best val score -0.859268 | DKL-prior 0.000463 | BCE 0.465275 | auROC 0.8593:  12%|█▏        | 62/500 [31:22<3:41:17, 30.31s/it]
[VAL] Best epoch 58 | Best val score -0.859268 | DKL-prior 0.000463 | BCE 0.465275 | auROC 0.8593:  13%|█▎        | 63/500 [31:53<3:40:49, 30.32s/it]
[VAL] Best epoch 58 | Best val score -0.859268 | DKL-prior 0.000463 | BCE 0.465275 | auROC 0.8593:  13%|█▎        | 64/500 [32:23<3:40:27, 30.34s/it]
[VAL] Best epoch 58 | Best val score -0.859268 | DKL-prior 0.000463 | BCE 0.465275 | auROC 0.8593:  13%|█▎        | 65/500 [32:53<3:39:37, 30.29s/it]
[VAL] Best epoch 66 | Best val score -0.864264 | DKL-prior 0.000412 | BCE 0.455074 | auROC 0.8643:  13%|█▎        | 65/500 [33:24<3:39:37, 30.29s/it]
[VAL] Best epoch 66 | Best val score -0.864264 | DKL-prior 0.000412 | BCE 0.455074 | auROC 0.8643:  13%|█▎        | 65/500 [33:24<3:39:37, 30.29s/it]
[VAL] Best epoch 66 | Best val score -0.864264 | DKL-prior 0.000412 | BCE 0.455074 | auROC 0.8643:  13%|█▎        | 66/500 [33:24<3:39:21, 30.33s/it]
[VAL] Best epoch 66 | Best val score -0.864264 | DKL-prior 0.000412 | BCE 0.455074 | auROC 0.8643:  13%|█▎        | 67/500 [33:54<3:38:35, 30.29s/it]
[VAL] Best epoch 66 | Best val score -0.864264 | DKL-prior 0.000412 | BCE 0.455074 | auROC 0.8643:  14%|█▎        | 68/500 [34:24<3:38:17, 30.32s/it]
[VAL] Best epoch 66 | Best val score -0.864264 | DKL-prior 0.000412 | BCE 0.455074 | auROC 0.8643:  14%|█▍        | 69/500 [34:54<3:37:46, 30.32s/it]
[VAL] Best epoch 66 | Best val score -0.864264 | DKL-prior 0.000412 | BCE 0.455074 | auROC 0.8643:  14%|█▍        | 70/500 [35:25<3:37:02, 30.28s/it]
[VAL] Best epoch 66 | Best val score -0.864264 | DKL-prior 0.000412 | BCE 0.455074 | auROC 0.8643:  14%|█▍        | 71/500 [35:55<3:35:41, 30.17s/it]
[VAL] Best epoch 66 | Best val score -0.864264 | DKL-prior 0.000412 | BCE 0.455074 | auROC 0.8643:  14%|█▍        | 72/500 [36:25<3:35:54, 30.27s/it]
[VAL] Best epoch 66 | Best val score -0.864264 | DKL-prior 0.000412 | BCE 0.455074 | auROC 0.8643:  15%|█▍        | 73/500 [36:55<3:35:21, 30.26s/it]
[VAL] Best epoch 66 | Best val score -0.864264 | DKL-prior 0.000412 | BCE 0.455074 | auROC 0.8643:  15%|█▍        | 74/500 [37:26<3:35:01, 30.28s/it]
[VAL] Best epoch 75 | Best val score -0.865321 | DKL-prior 0.000521 | BCE 0.456945 | auROC 0.8653:  15%|█▍        | 74/500 [37:56<3:35:01, 30.28s/it]
[VAL] Best epoch 75 | Best val score -0.865321 | DKL-prior 0.000521 | BCE 0.456945 | auROC 0.8653:  15%|█▍        | 74/500 [37:56<3:35:01, 30.28s/it]
[VAL] Best epoch 75 | Best val score -0.865321 | DKL-prior 0.000521 | BCE 0.456945 | auROC 0.8653:  15%|█▌        | 75/500 [37:56<3:34:08, 30.23s/it]
[VAL] Best epoch 75 | Best val score -0.865321 | DKL-prior 0.000521 | BCE 0.456945 | auROC 0.8653:  15%|█▌        | 76/500 [38:26<3:33:51, 30.26s/it]
[VAL] Best epoch 75 | Best val score -0.865321 | DKL-prior 0.000521 | BCE 0.456945 | auROC 0.8653:  15%|█▌        | 77/500 [38:57<3:33:47, 30.32s/it]
[VAL] Best epoch 78 | Best val score -0.866932 | DKL-prior 0.000485 | BCE 0.460938 | auROC 0.8669:  15%|█▌        | 77/500 [39:27<3:33:47, 30.32s/it]
[VAL] Best epoch 78 | Best val score -0.866932 | DKL-prior 0.000485 | BCE 0.460938 | auROC 0.8669:  15%|█▌        | 77/500 [39:27<3:33:47, 30.32s/it]
[VAL] Best epoch 78 | Best val score -0.866932 | DKL-prior 0.000485 | BCE 0.460938 | auROC 0.8669:  16%|█▌        | 78/500 [39:27<3:33:05, 30.30s/it]
[VAL] Best epoch 79 | Best val score -0.869124 | DKL-prior 0.000425 | BCE 0.455136 | auROC 0.8691:  16%|█▌        | 78/500 [39:57<3:33:05, 30.30s/it]
[VAL] Best epoch 79 | Best val score -0.869124 | DKL-prior 0.000425 | BCE 0.455136 | auROC 0.8691:  16%|█▌        | 78/500 [39:57<3:33:05, 30.30s/it]
[VAL] Best epoch 79 | Best val score -0.869124 | DKL-prior 0.000425 | BCE 0.455136 | auROC 0.8691:  16%|█▌        | 79/500 [39:57<3:32:49, 30.33s/it]
[VAL] Best epoch 79 | Best val score -0.869124 | DKL-prior 0.000425 | BCE 0.455136 | auROC 0.8691:  16%|█▌        | 80/500 [40:27<3:32:11, 30.31s/it]
[VAL] Best epoch 79 | Best val score -0.869124 | DKL-prior 0.000425 | BCE 0.455136 | auROC 0.8691:  16%|█▌        | 81/500 [40:58<3:31:48, 30.33s/it]
[VAL] Best epoch 79 | Best val score -0.869124 | DKL-prior 0.000425 | BCE 0.455136 | auROC 0.8691:  16%|█▋        | 82/500 [41:28<3:30:51, 30.27s/it]
[VAL] Best epoch 79 | Best val score -0.869124 | DKL-prior 0.000425 | BCE 0.455136 | auROC 0.8691:  17%|█▋        | 83/500 [41:58<3:30:19, 30.26s/it]
[VAL] Best epoch 79 | Best val score -0.869124 | DKL-prior 0.000425 | BCE 0.455136 | auROC 0.8691:  17%|█▋        | 84/500 [42:28<3:29:49, 30.26s/it]
[VAL] Best epoch 79 | Best val score -0.869124 | DKL-prior 0.000425 | BCE 0.455136 | auROC 0.8691:  17%|█▋        | 85/500 [42:59<3:29:27, 30.28s/it]
[VAL] Best epoch 86 | Best val score -0.869307 | DKL-prior 0.000457 | BCE 0.461843 | auROC 0.8693:  17%|█▋        | 85/500 [43:29<3:29:27, 30.28s/it]
[VAL] Best epoch 86 | Best val score -0.869307 | DKL-prior 0.000457 | BCE 0.461843 | auROC 0.8693:  17%|█▋        | 85/500 [43:29<3:29:27, 30.28s/it]
[VAL] Best epoch 86 | Best val score -0.869307 | DKL-prior 0.000457 | BCE 0.461843 | auROC 0.8693:  17%|█▋        | 86/500 [43:29<3:29:16, 30.33s/it]
[VAL] Best epoch 86 | Best val score -0.869307 | DKL-prior 0.000457 | BCE 0.461843 | auROC 0.8693:  17%|█▋        | 87/500 [44:00<3:29:02, 30.37s/it]
[VAL] Best epoch 86 | Best val score -0.869307 | DKL-prior 0.000457 | BCE 0.461843 | auROC 0.8693:  18%|█▊        | 88/500 [44:30<3:28:28, 30.36s/it]
