
  0%|          | 0/500 [00:00<?, ?it/s]
[VAL] Best epoch 1 | Best val score -0.664493 | DKL-prior 0.000098 | BCE 0.647835 | auROC 0.6645:   0%|          | 0/500 [01:11<?, ?it/s]
[VAL] Best epoch 20 | Best val score -0.885363 | DKL-prior 0.000392 | BCE 0.438074 | auROC 0.8854:   4%|▍         | 20/500 [23:54<9:32:18, 71.54s/it]
[VAL] Best epoch 21 | Best val score -0.885422 | DKL-prior 0.000406 | BCE 0.432087 | auROC 0.8854:   4%|▍         | 20/500 [25:05<9:32:18, 71.54s/it]
[VAL] Best epoch 21 | Best val score -0.885422 | DKL-prior 0.000406 | BCE 0.432087 | auROC 0.8854:   4%|▍         | 20/500 [25:05<9:32:18, 71.54s/it]
[VAL] Best epoch 21 | Best val score -0.885422 | DKL-prior 0.000406 | BCE 0.432087 | auROC 0.8854:   4%|▍         | 21/500 [25:05<9:30:57, 71.52s/it]
[VAL] Best epoch 22 | Best val score -0.889456 | DKL-prior 0.000453 | BCE 0.420637 | auROC 0.8895:   4%|▍         | 21/500 [26:17<9:30:57, 71.52s/it]
[VAL] Best epoch 22 | Best val score -0.889456 | DKL-prior 0.000453 | BCE 0.420637 | auROC 0.8895:   4%|▍         | 21/500 [26:17<9:30:57, 71.52s/it]
[VAL] Best epoch 22 | Best val score -0.889456 | DKL-prior 0.000453 | BCE 0.420637 | auROC 0.8895:   4%|▍         | 22/500 [26:17<9:29:55, 71.54s/it]
[VAL] Best epoch 22 | Best val score -0.889456 | DKL-prior 0.000453 | BCE 0.420637 | auROC 0.8895:   5%|▍         | 23/500 [27:28<9:28:20, 71.49s/it]
[VAL] Best epoch 24 | Best val score -0.894010 | DKL-prior 0.000383 | BCE 0.411262 | auROC 0.8940:   5%|▍         | 23/500 [28:39<9:28:20, 71.49s/it]
[VAL] Best epoch 24 | Best val score -0.894010 | DKL-prior 0.000383 | BCE 0.411262 | auROC 0.8940:   5%|▍         | 23/500 [28:39<9:28:20, 71.49s/it]
[VAL] Best epoch 24 | Best val score -0.894010 | DKL-prior 0.000383 | BCE 0.411262 | auROC 0.8940:   5%|▍         | 24/500 [28:39<9:26:53, 71.46s/it]
[VAL] Best epoch 25 | Best val score -0.896191 | DKL-prior 0.000393 | BCE 0.408141 | auROC 0.8962:   5%|▍         | 24/500 [29:51<9:26:53, 71.46s/it]
[VAL] Best epoch 25 | Best val score -0.896191 | DKL-prior 0.000393 | BCE 0.408141 | auROC 0.8962:   5%|▍         | 24/500 [29:51<9:26:53, 71.46s/it]
[VAL] Best epoch 25 | Best val score -0.896191 | DKL-prior 0.000393 | BCE 0.408141 | auROC 0.8962:   5%|▌         | 25/500 [29:51<9:25:37, 71.45s/it]
[VAL] Best epoch 26 | Best val score -0.897728 | DKL-prior 0.000414 | BCE 0.404102 | auROC 0.8977:   5%|▌         | 25/500 [31:02<9:25:37, 71.45s/it]
[VAL] Best epoch 26 | Best val score -0.897728 | DKL-prior 0.000414 | BCE 0.404102 | auROC 0.8977:   5%|▌         | 25/500 [31:02<9:25:37, 71.45s/it]
[VAL] Best epoch 26 | Best val score -0.897728 | DKL-prior 0.000414 | BCE 0.404102 | auROC 0.8977:   5%|▌         | 26/500 [31:02<9:24:14, 71.42s/it]
[VAL] Best epoch 26 | Best val score -0.897728 | DKL-prior 0.000414 | BCE 0.404102 | auROC 0.8977:   5%|▌         | 27/500 [32:13<9:22:29, 71.35s/it]
[VAL] Best epoch 28 | Best val score -0.900682 | DKL-prior 0.000427 | BCE 0.400245 | auROC 0.9007:   5%|▌         | 27/500 [33:25<9:22:29, 71.35s/it]
[VAL] Best epoch 28 | Best val score -0.900682 | DKL-prior 0.000427 | BCE 0.400245 | auROC 0.9007:   5%|▌         | 27/500 [33:25<9:22:29, 71.35s/it]
[VAL] Best epoch 28 | Best val score -0.900682 | DKL-prior 0.000427 | BCE 0.400245 | auROC 0.9007:   6%|▌         | 28/500 [33:25<9:21:08, 71.33s/it]
[VAL] Best epoch 29 | Best val score -0.901516 | DKL-prior 0.000418 | BCE 0.400236 | auROC 0.9015:   6%|▌         | 28/500 [34:36<9:21:08, 71.33s/it]
[VAL] Best epoch 29 | Best val score -0.901516 | DKL-prior 0.000418 | BCE 0.400236 | auROC 0.9015:   6%|▌         | 28/500 [34:36<9:21:08, 71.33s/it]
[VAL] Best epoch 29 | Best val score -0.901516 | DKL-prior 0.000418 | BCE 0.400236 | auROC 0.9015:   6%|▌         | 29/500 [34:36<9:19:31, 71.28s/it]
[VAL] Best epoch 30 | Best val score -0.904717 | DKL-prior 0.000398 | BCE 0.402242 | auROC 0.9047:   6%|▌         | 29/500 [35:47<9:19:31, 71.28s/it]
[VAL] Best epoch 30 | Best val score -0.904717 | DKL-prior 0.000398 | BCE 0.402242 | auROC 0.9047:   6%|▌         | 29/500 [35:47<9:19:31, 71.28s/it]
[VAL] Best epoch 30 | Best val score -0.904717 | DKL-prior 0.000398 | BCE 0.402242 | auROC 0.9047:   6%|▌         | 30/500 [35:47<9:17:34, 71.18s/it]
[VAL] Best epoch 30 | Best val score -0.904717 | DKL-prior 0.000398 | BCE 0.402242 | auROC 0.9047:   6%|▌         | 31/500 [36:58<9:16:28, 71.19s/it]
[VAL] Best epoch 32 | Best val score -0.905599 | DKL-prior 0.000404 | BCE 0.390191 | auROC 0.9056:   6%|▌         | 31/500 [38:09<9:16:28, 71.19s/it]
[VAL] Best epoch 32 | Best val score -0.905599 | DKL-prior 0.000404 | BCE 0.390191 | auROC 0.9056:   6%|▌         | 31/500 [38:09<9:16:28, 71.19s/it]
[VAL] Best epoch 32 | Best val score -0.905599 | DKL-prior 0.000404 | BCE 0.390191 | auROC 0.9056:   6%|▋         | 32/500 [38:09<9:14:49, 71.13s/it]
[VAL] Best epoch 33 | Best val score -0.906494 | DKL-prior 0.000471 | BCE 0.395335 | auROC 0.9065:   6%|▋         | 32/500 [39:20<9:14:49, 71.13s/it]
[VAL] Best epoch 33 | Best val score -0.906494 | DKL-prior 0.000471 | BCE 0.395335 | auROC 0.9065:   6%|▋         | 32/500 [39:20<9:14:49, 71.13s/it]
[VAL] Best epoch 33 | Best val score -0.906494 | DKL-prior 0.000471 | BCE 0.395335 | auROC 0.9065:   7%|▋         | 33/500 [39:20<9:12:51, 71.03s/it]
[VAL] Best epoch 34 | Best val score -0.907083 | DKL-prior 0.000399 | BCE 0.386998 | auROC 0.9071:   7%|▋         | 33/500 [40:31<9:12:51, 71.03s/it]
[VAL] Best epoch 34 | Best val score -0.907083 | DKL-prior 0.000399 | BCE 0.386998 | auROC 0.9071:   7%|▋         | 33/500 [40:31<9:12:51, 71.03s/it]
[VAL] Best epoch 34 | Best val score -0.907083 | DKL-prior 0.000399 | BCE 0.386998 | auROC 0.9071:   7%|▋         | 34/500 [40:31<9:11:30, 71.01s/it]
[VAL] Best epoch 35 | Best val score -0.907778 | DKL-prior 0.000467 | BCE 0.391876 | auROC 0.9078:   7%|▋         | 34/500 [41:42<9:11:30, 71.01s/it]
[VAL] Best epoch 35 | Best val score -0.907778 | DKL-prior 0.000467 | BCE 0.391876 | auROC 0.9078:   7%|▋         | 34/500 [41:42<9:11:30, 71.01s/it]
[VAL] Best epoch 35 | Best val score -0.907778 | DKL-prior 0.000467 | BCE 0.391876 | auROC 0.9078:   7%|▋         | 35/500 [41:42<9:09:57, 70.96s/it]
[VAL] Best epoch 36 | Best val score -0.910310 | DKL-prior 0.000429 | BCE 0.379817 | auROC 0.9103:   7%|▋         | 35/500 [42:52<9:09:57, 70.96s/it]
[VAL] Best epoch 36 | Best val score -0.910310 | DKL-prior 0.000429 | BCE 0.379817 | auROC 0.9103:   7%|▋         | 35/500 [42:52<9:09:57, 70.96s/it]
[VAL] Best epoch 36 | Best val score -0.910310 | DKL-prior 0.000429 | BCE 0.379817 | auROC 0.9103:   7%|▋         | 36/500 [42:52<9:08:35, 70.94s/it]
[VAL] Best epoch 37 | Best val score -0.912295 | DKL-prior 0.000482 | BCE 0.377360 | auROC 0.9123:   7%|▋         | 36/500 [44:03<9:08:35, 70.94s/it]
[VAL] Best epoch 37 | Best val score -0.912295 | DKL-prior 0.000482 | BCE 0.377360 | auROC 0.9123:   7%|▋         | 36/500 [44:03<9:08:35, 70.94s/it]
[VAL] Best epoch 37 | Best val score -0.912295 | DKL-prior 0.000482 | BCE 0.377360 | auROC 0.9123:   7%|▋         | 37/500 [44:03<9:07:37, 70.97s/it]
[VAL] Best epoch 38 | Best val score -0.913566 | DKL-prior 0.000409 | BCE 0.375828 | auROC 0.9136:   7%|▋         | 37/500 [45:14<9:07:37, 70.97s/it]
[VAL] Best epoch 38 | Best val score -0.913566 | DKL-prior 0.000409 | BCE 0.375828 | auROC 0.9136:   7%|▋         | 37/500 [45:14<9:07:37, 70.97s/it]
[VAL] Best epoch 38 | Best val score -0.913566 | DKL-prior 0.000409 | BCE 0.375828 | auROC 0.9136:   8%|▊         | 38/500 [45:14<9:06:06, 70.92s/it]
[VAL] Best epoch 38 | Best val score -0.913566 | DKL-prior 0.000409 | BCE 0.375828 | auROC 0.9136:   8%|▊         | 39/500 [46:25<9:04:51, 70.91s/it]
[VAL] Best epoch 38 | Best val score -0.913566 | DKL-prior 0.000409 | BCE 0.375828 | auROC 0.9136:   8%|▊         | 40/500 [47:36<9:03:46, 70.93s/it]
[VAL] Best epoch 41 | Best val score -0.917617 | DKL-prior 0.000388 | BCE 0.365494 | auROC 0.9176:   8%|▊         | 40/500 [48:47<9:03:46, 70.93s/it]
[VAL] Best epoch 41 | Best val score -0.917617 | DKL-prior 0.000388 | BCE 0.365494 | auROC 0.9176:   8%|▊         | 40/500 [48:47<9:03:46, 70.93s/it]
[VAL] Best epoch 41 | Best val score -0.917617 | DKL-prior 0.000388 | BCE 0.365494 | auROC 0.9176:   8%|▊         | 41/500 [48:47<9:02:34, 70.92s/it]
[VAL] Best epoch 41 | Best val score -0.917617 | DKL-prior 0.000388 | BCE 0.365494 | auROC 0.9176:   8%|▊         | 42/500 [49:58<9:01:32, 70.94s/it]
[VAL] Best epoch 41 | Best val score -0.917617 | DKL-prior 0.000388 | BCE 0.365494 | auROC 0.9176:   9%|▊         | 43/500 [51:09<9:00:18, 70.94s/it]
[VAL] Best epoch 41 | Best val score -0.917617 | DKL-prior 0.000388 | BCE 0.365494 | auROC 0.9176:   9%|▉         | 44/500 [52:20<8:59:03, 70.93s/it]
[VAL] Best epoch 41 | Best val score -0.917617 | DKL-prior 0.000388 | BCE 0.365494 | auROC 0.9176:   9%|▉         | 45/500 [53:31<8:57:25, 70.87s/it]
[VAL] Best epoch 41 | Best val score -0.917617 | DKL-prior 0.000388 | BCE 0.365494 | auROC 0.9176:   9%|▉         | 45/500 [54:42<9:13:05, 72.94s/it]
